the_geom,SEGID,SEGPART,STREETID,STATUSID,MAPSTATUS,STREETNAME,STR_FROM,STR_TO,SEGDESCR,SCHEDULE
"MULTIPOLYGON (((144.927218241136 -37.798707194461, 144.927465051258 -37.798970913976, 144.927491640739 -37.798995199929, 144.927736752196 -37.799261250063, 144.927596638594 -37.799346612689, 144.92735074774 -37.799077169153, 144.927326551052 -37.799050573223, 144.927081045223 -37.798784488273, 144.927218241136 -37.798707194461)))",21746,,,,,,,,Altona Street between Tennyson Street and Ormond Street,Complete
"MULTIPOLYGON (((144.99048353345 -37.813631564626, 144.990642993919 -37.813648857944, 144.990488402314 -37.81454622791, 144.990318519654 -37.814527810244, 144.990321623225 -37.814510966097, 144.99048353345 -37.813631564626)))",21909,,,,,,,,Hoddle Street between Hotham Street and Gipps Street,Complete
"MULTIPOLYGON (((144.957325435835 -37.82763085992, 144.957299105 -37.827647975956, 144.956909894042 -37.827977062621, 144.956859276823 -37.827939632641, 144.957249199891 -37.827609855582, 144.957204034893 -37.827575359043, 144.957696415231 -37.827157285855, 144.957748697899 -37.827270704267, 144.957325435835 -37.82763085992)))",22011,,,,,,,,Blakeney Place from Clarendon Street,Years 5 - 7
"MULTIPOLYGON (((144.966640161071 -37.815317951272, 144.96878798706 -37.814686727792, 144.968900627488 -37.81494538, 144.967415888157 -37.815381738448, 144.967314503966 -37.815411529447, 144.966752725897 -37.815576631169, 144.966640161071 -37.815317951272)))",20110,,,,,,,,Collins Street between Russell Street and Swanston Street,Years 8 - 10
"MULTIPOLYGON (((144.939880439356 -37.825209343283, 144.940278062084 -37.823784321049, 144.94060973605 -37.823854061091, 144.940223185109 -37.825239446439, 144.939880439356 -37.825209343283)))",22124,,,,,,,,Hartley Street between Lorimer Street and Westgate Freeway,Years 5 - 7
"MULTIPOLYGON (((144.983352782032 -37.810526563777, 144.981081427115 -37.810276766508, 144.981127868162 -37.810010912929, 144.982939754978 -37.81020869085, 144.982974175286 -37.810212759002, 144.9833929283 -37.810258402539, 144.983352782032 -37.810526563777)))",20898,,,,,,,,Albert Street between Clarendon Street and Eades Street,Years 1 - 4
"MULTIPOLYGON (((144.948474538949 -37.80198547285, 144.948489664722 -37.801897727568, 144.948685596889 -37.801917731402, 144.94871961177 -37.801919819869, 144.94941038286 -37.8019923374, 144.949443101208 -37.801995313269, 144.949635788541 -37.802016034034, 144.94961930984 -37.802104287615, 144.948474538949 -37.80198547285)))",21077,,,,,,,,Glass Street between Curzon Street and Errol Street,Years 1 - 4
"MULTIPOLYGON (((144.959929981258 -37.805364574231, 144.959430267806 -37.804281109668, 144.95968549374 -37.804309521396, 144.959752516342 -37.8044556369, 144.959763253258 -37.804479028225, 144.959994722588 -37.804983614964, 144.959929981258 -37.805364574231)))",20456,,,,,,,,Berkeley Street between Leicester Street and Queensberry Street,Years 8 - 10
"MULTIPOLYGON (((144.930478217754 -37.797832391841, 144.92995235855 -37.798139560406, 144.929918389865 -37.798161123147, 144.929561964991 -37.798368092844, 144.929459195814 -37.798258685889, 144.930429166874 -37.797689586008, 144.930478217754 -37.797832391841)))",21715,,,,,,,,Tennyson Street between Southey Street and Arden Street,Not determined by precinct plan
"MULTIPOLYGON (((144.950314806938 -37.812182672909, 144.950350673671 -37.812172600303, 144.950743320069 -37.812062263705, 144.950822854038 -37.812231203202, 144.949521873211 -37.812599322343, 144.949354799795 -37.812452441232, 144.950314806938 -37.812182672909)))",21501,,,,,,,,Jeffcott Street between Adderley Street and Spencer Street,Complete
"MULTIPOLYGON (((144.946654474834 -37.803420845936, 144.946714516265 -37.803093450624, 144.946719890665 -37.803069176562, 144.946754491716 -37.802879109259, 144.946874425575 -37.802890716775, 144.946734826274 -37.803655588223, 144.946613431989 -37.803637205285, 144.946648796376 -37.803450765058, 144.946654474834 -37.803420845936)))",21013,,,,,,,,Union Street between Queensberry Street and Elm Street,Years 5 - 7
"MULTIPOLYGON (((144.953612118905 -37.812194838739, 144.95359917111 -37.812165983395, 144.953501149425 -37.81195509011, 144.953487404148 -37.811925499953, 144.95330299587 -37.81152874272, 144.953626087386 -37.811439239145, 144.954021903673 -37.81229427609, 144.953699759699 -37.812384310839, 144.953612118905 -37.812194838739)))",21507,,,,,,,,King Street between La Trobe Street and Jeffcott Street,Years 5 - 7
"MULTIPOLYGON (((144.961041195946 -37.823121144444, 144.961702923097 -37.823255188924, 144.9618184256 -37.823285854259, 144.9619308191 -37.823323085758, 144.962039511247 -37.823366687201, 144.962047758768 -37.823359683645, 144.962537372849 -37.823609789357, 144.962618424583 -37.82360761427, 144.962292382714 -37.823884580178, 144.962276574075 -37.82379102601, 144.962011024684 -37.823657183339, 144.961915019499 -37.823616938618, 144.961817467207 -37.823579683307, 144.961716486332 -37.823548817097, 144.96161327232 -37.823522826649, 144.961609940357 -37.823532853105, 144.96149942963 -37.823503246702, 144.960992077571 -37.823447843646, 144.960921638997 -37.823485031806, 144.961041195946 -37.823121144444)))",22056,,,,,,,,Power Street between Queens Bridge Street and City Road,Years 8 - 10
"MULTIPOLYGON (((144.990125026611 -37.815694472887, 144.990277572545 -37.81479824926, 144.99044191721 -37.814816067817, 144.990287549777 -37.815712089363, 144.990125026611 -37.815694472887)))",21918,,,,,,,,Hoddle Street between George Street and Hotham Street,Years 8 - 10
"MULTIPOLYGON (((144.953954584377 -37.821618952358, 144.953922586724 -37.821628228111, 144.953723739946 -37.82168589899, 144.951921965995 -37.822208441036, 144.951772453645 -37.822251799995, 144.951557122526 -37.822314281037, 144.950512345401 -37.822617448439, 144.950487924747 -37.822614806458, 144.950585310685 -37.822554374783, 144.950714766206 -37.82253096267, 144.951051599987 -37.822435262707, 144.95133761021 -37.822353348544, 144.951563174084 -37.822285242384, 144.95177192575 -37.822189943297, 144.951792981905 -37.822179495517, 144.951811502802 -37.822172401053, 144.951863947822 -37.822141429867, 144.951942451216 -37.822094537626, 144.95196084153 -37.8220826173, 144.951981118772 -37.822072762884, 144.952002434708 -37.822064385615, 144.952024620428 -37.822057551876, 144.952047500129 -37.82205231582, 144.952070892507 -37.822048718936, 144.952094624987 -37.822046944164, 144.952171161363 -37.822048599802, 144.95228040748 -37.821907132206, 144.952345095958 -37.821800224594, 144.952437574861 -37.821695278162, 144.952467968858 -37.821663878157, 144.952551468093 -37.82163966479, 144.95400746763 -37.821217461283, 144.954691393348 -37.821019136217, 144.954841657287 -37.820975561252, 144.954834002059 -37.8212660478, 144.954941533114 -37.821502977736, 144.95466254191 -37.82141361946, 144.954040568331 -37.821594015109, 144.953954584377 -37.821618952358)))",22446,,,,,,,,Flinders Street between Spencer Street and Wurundjeri Way,Complete
"MULTIPOLYGON (((144.93042666789 -37.824098062112, 144.926781405654 -37.823992394023, 144.926793642598 -37.82372077175, 144.930452600644 -37.823826562899, 144.93042666789 -37.824098062112)))",22142,,,,,,,,Turner Street between Hall Street and Graham Street,Years 8 - 10
"MULTIPOLYGON (((144.935673570366 -37.790184515447, 144.935636745921 -37.790361915149, 144.934796430773 -37.790272204868, 144.934726720639 -37.790264764324, 144.93438225759 -37.790227993151, 144.934421262348 -37.790051920793, 144.935673570366 -37.790184515447)))",23057,,,,,,,,Parsons Street between Lambeth Street and Stubbs Street,Years 5 - 7
"MULTIPOLYGON (((144.96536717157 -37.80209167426, 144.965414618309 -37.801819959834, 144.965659932947 -37.801847601531, 144.965728570264 -37.801855338796, 144.966099203419 -37.80189710297, 144.966132561267 -37.801900806191, 144.966258750001 -37.801915079358, 144.966299896444 -37.801919710078, 144.966539765491 -37.801946742232, 144.966504759022 -37.802214742838, 144.96536717157 -37.80209167426)))",20752,,,,,,,,Argyle Place North between Lygon Street and Cardigan Street,Not determined by precinct plan
"MULTIPOLYGON (((144.963508355954 -37.784764257656, 144.963884578831 -37.782431695408, 144.963994495883 -37.782477455966, 144.963623522128 -37.784776098816, 144.963508355954 -37.784764257656)))",22511,,,,,,,,Garton Street between MacPherson Street and Bowen Crescent,Years 8 - 10
"MULTIPOLYGON (((144.968069713337 -37.810722575924, 144.968056430096 -37.810726474097, 144.967416924529 -37.810914002261, 144.967304697983 -37.810661357589, 144.967495845523 -37.810605044273, 144.967569476701 -37.810584236356, 144.968762762971 -37.810231604257, 144.968827132448 -37.810212582321, 144.969443571267 -37.810030398103, 144.969562766275 -37.81028473805, 144.969295777566 -37.810363033275, 144.969264001299 -37.810372353161, 144.968930447648 -37.810470172563, 144.968909068674 -37.810476445477, 144.968069713337 -37.810722575924)))",20003,,,,,,,,Lonsdale Street between Exhibition Street and Russell Street,Years 8 - 10
"MULTIPOLYGON (((144.927674828584 -37.789393860838, 144.927681834567 -37.789349574254, 144.927501143836 -37.789164681928, 144.927490711311 -37.789153999662, 144.927435047943 -37.789097048181, 144.927424604087 -37.789086365711, 144.92701557832 -37.788667825978, 144.926991685159 -37.788665431847, 144.927005134584 -37.788657143473, 144.927162560454 -37.788583017132, 144.927189481682 -37.788566449748, 144.927183436857 -37.788604372908, 144.92763730724 -37.789068804945, 144.927682891585 -37.789115431761, 144.927716629385 -37.789149963624, 144.927825163185 -37.789261023518, 144.927849045726 -37.789263399271, 144.927881051622 -37.789266440626, 144.927849506484 -37.789285927721, 144.927674828584 -37.789393860838)))",22991,,,,,,,,Deveney Street between Market Street and Calwell Street,Years 5 - 7
"MULTIPOLYGON (((144.963702567399 -37.824811801728, 144.963844615329 -37.824690689357, 144.963952160543 -37.824770834236, 144.964026592555 -37.824828162134, 144.96409833489 -37.824887608448, 144.964167291781 -37.824949093832, 144.96423622858 -37.825010556438, 144.964307949094 -37.825069981195, 144.964382357652 -37.825127288829, 144.964483428605 -37.825207005883, 144.964371043593 -37.825306246709, 144.963702567399 -37.824811801728)), ((144.964616155456 -37.825089777705, 144.964483428605 -37.825207005883, 144.964382357652 -37.825127288829, 144.964307949094 -37.825069981195, 144.96423622858 -37.825010556438, 144.964167291781 -37.824949093832, 144.96409833489 -37.824887608448, 144.964026592555 -37.824828162134, 144.963952160543 -37.824770834236, 144.963844615329 -37.824690689357, 144.963936998622 -37.82461192026, 144.964616155456 -37.825089777705)), ((144.964434690798 -37.825517861499, 144.964371043593 -37.825306246709, 144.96453815577 -37.82542984824, 144.964434690798 -37.825517861499)))",22873,,,,,,,,Power Street between Kavanagh Street and Southern Link Road,Complete
"MULTIPOLYGON (((144.950168897394 -37.817803467123, 144.950093361734 -37.817824519203, 144.950010507657 -37.81770112989, 144.950010365781 -37.81770092015, 144.95006060252 -37.817737587891, 144.950113509309 -37.817771810914, 144.950168897394 -37.817803467123)), ((144.948003575505 -37.814302838262, 144.948046122204 -37.814355559421, 144.948507383242 -37.814927199877, 144.948873425885 -37.815304220592, 144.949029267536 -37.815480735596, 144.949136077286 -37.815608501578, 144.94923860838 -37.815738454921, 144.94933678966 -37.815870505469, 144.949868262917 -37.81663713385, 144.949939262766 -37.81674071732, 144.950009405183 -37.816844667813, 144.950078687148 -37.816948980863, 144.950236441084 -37.81719128623, 144.950274612019 -37.817252867656, 144.950311865102 -37.817314801813, 144.950348195152 -37.817377080092, 144.950519001028 -37.81768559622, 144.950528887356 -37.817703142931, 144.950445238727 -37.817661585016, 144.950359999606 -37.817622600188, 144.950271044812 -37.817589320673, 144.950178984535 -37.817561974753, 144.950084450268 -37.81754075001, 144.949988090474 -37.817525792036, 144.949890587696 -37.817516923792, 144.949460576082 -37.816735453921, 144.94937626882 -37.816545613356, 144.94913109089 -37.816112573744, 144.949146636707 -37.816107031948, 144.949069558112 -37.815992297778, 144.9489883176 -37.815879385241, 144.948902983534 -37.815768389325, 144.948781221385 -37.815621518485, 144.948652293934 -37.815478548078, 144.948516399507 -37.815339697984, 144.948503157386 -37.815348199639, 144.948222056317 -37.815072354803, 144.947678252116 -37.814461983996, 144.947632190017 -37.814410282841, 144.94767439904 -37.814398077697, 144.948003575505 -37.814302838262)))",22552,,,,,,,,Wurundjeri Way between La Trobe Street and Bourke Street,Complete
"MULTIPOLYGON (((144.984801292075 -37.838022937997, 144.984828642881 -37.838026289946, 144.986424817341 -37.838216741864, 144.986393444137 -37.838393466532, 144.986390396535 -37.838410680933, 144.986374458942 -37.838391276365, 144.985479725774 -37.838287869937, 144.985478104018 -37.838296105966, 144.984762768293 -37.83820339682, 144.984801292075 -37.838022937997)))",22221,,,,,,,,Toorak Road between Walsh Street and Punt Road,Complete
"MULTIPOLYGON (((144.963351069938 -37.803067430784, 144.96329998016 -37.803335836986, 144.962762070676 -37.803276471968, 144.962708261494 -37.803270539521, 144.96216098868 -37.803210135633, 144.962210837584 -37.802942393389, 144.963351069938 -37.803067430784)))",20838,,,,,,,,Lincoln Square South between Swanston Street and Bouverie Street,Not determined by precinct plan
"MULTIPOLYGON (((144.95279549233 -37.796836361402, 144.95276894019 -37.796819083866, 144.952739591735 -37.79679572884, 144.95280268973 -37.796724983924, 144.952829595526 -37.796752486944, 144.953170253196 -37.796944627418, 144.953109044837 -37.797011926832, 144.95279549233 -37.796836361402)))",22315,,,,,,,,Park Grove from Park Drive,Complete
"MULTIPOLYGON (((144.941860647654 -37.800221654159, 144.939921417025 -37.800007790339, 144.939969492213 -37.79973841417, 144.941908864178 -37.799952667101, 144.941860647654 -37.800221654159)))",21299,,,,,,,,Arden Street between Laurens Street and Fogarty Street,Years 1 - 4
"MULTIPOLYGON (((144.958483261645 -37.806295559708, 144.958530477971 -37.806025827143, 144.958946116576 -37.805907561308, 144.958956268537 -37.805890317531, 144.958962154984 -37.805902999981, 144.959204457456 -37.806375036189, 144.958483261645 -37.806295559708)))",22670,,,,,,,,Victoria Street between Elizabeth Street and O'Connell Street,Years 5 - 7
"MULTIPOLYGON (((144.911918041136 -37.827315919802, 144.911915738327 -37.831369163926, 144.911959041522 -37.831792209469, 144.912284104747 -37.832064872847, 144.911723845542 -37.832200825911, 144.911644335958 -37.831926368029, 144.911590099177 -37.831648653283, 144.911569448841 -37.831368293246, 144.911571008154 -37.82839297573, 144.911442583265 -37.827315749852, 144.911918041136 -37.827315919802)))",22165,,,,,,,,Todd Road between Cook Street and Wharf Road,Years 8 - 10
"MULTIPOLYGON (((144.986390396535 -37.838410680933, 144.986393444137 -37.838393466532, 144.986505406176 -37.838406411923, 144.986502404675 -37.83842318554, 144.986317905186 -37.83932506257, 144.986208087728 -37.839310928073, 144.986390396535 -37.838410680933)))",22749,,,,,,,,Punt Road between Park Place and Toorak Road,Not determined by precinct plan
"MULTIPOLYGON (((144.933237306368 -37.798142114835, 144.934575423149 -37.798292720009, 144.934627880209 -37.798439936607, 144.933291933774 -37.798287153203, 144.933237306368 -37.798142114835)))",21664,,,,,,,,Bruce Street between Elizabeth Street and Barrett Street,Not determined by precinct plan
"MULTIPOLYGON (((144.96161573229 -37.814557403882, 144.961693400757 -37.814535389942, 144.96294329631 -37.814172263034, 144.963060065068 -37.814430793775, 144.962530514332 -37.814583843408, 144.962469689081 -37.814601427202, 144.961805339892 -37.814793432737, 144.961567121765 -37.814862286154, 144.961509148988 -37.814879396146, 144.960909440615 -37.815050409797, 144.96078470155 -37.814796100675, 144.96161573229 -37.814557403882)))",20084,,,,,,,,Bourke Street between Elizabeth Street and Queen Street,Years 5 - 7
